"id","PatentClaim","patent_id","text","claim","dependency","sequence","level","gold","expected_claimType"
"49622","8677435-0012","8677435","receiving, by a processor, a request to change the transmit power levels for one or more individual transmit channels;","12","14","15","2","1",1
"49623","8677435-0012","8677435","determining, by the processor, a confidence level for performing a self-configuration of said amplifier within a particular time period; and wherein said confidence level for performing said self-configuration is considered 100% if the sum of the average transmit times of each channel is less than or equal to the required time period in which the amplifier gain must be updated less the time needed for said self-configuration; and","12","14","16","2","1",1
"49624","8677435-0012","8677435","self-configuring, by the processor, the gain of said amplifier to optimize transmit output power of said channels if said confidence level exceeds a threshold.","12","14","17","2","1",1
"49630","8680007-0001","8680007","1. a reversible thermosensitive recording medium comprising:","1","0","1","1","2",2
"49631","8680007-0001","8680007","an electronic information recording sheet having at least an electronic information recording element projecting from a surface thereof,","1","1","2","2","2",2
"49632","8680007-0001","8680007","a first sheet having a through hole into which the electronic information recording element can be inserted,","1","1","3","2","2",2
"49633","8680007-0001","8680007","a second sheet having a cut-out portion capable of housing the entire electronic information recording sheet,","1","1","4","2","2",2
"49634","8680007-0001","8680007","a base sheet,","1","1","5","2","2",2
"49635","8680007-0001","8680007","a reversible thermosensitive recording sheet and","1","1","6","2","2",2
"49636","8680007-0001","8680007","a third sheet disposed between the second sheet and the reversible thermosensitive recording sheet,","1","1","7","2","2",2
"49637","8680007-0001","8680007","wherein the second sheet houses in the cut-out portion the entire electronic information recording sheet, with being laid over the first sheet, and the electronic information recording element is inserted into the through hole,","1","1","8","2","2",2
"49638","8680007-0001","8680007","wherein the first sheet, the second sheet housing the entire electronic information recording sheet, and the reversible thermosensitive recording sheet are laid over the base sheet in this order; and the electronic information recording element projects toward the base sheet and is inserted into the through hole and","1","1","9","2","2",2
"49639","8680007-0001","8680007","wherein a thickness a of the second sheet, a maximum thickness b of the electronic information recording sheet, excluding a thickness of the electronic information recording element, and a thickness c of the third sheet satisfy the relation 0.00≦an absolute value of (a−b)/c≦0.15.","1","1","10","2","2",2
"49855","8695851-0001","8695851","1. a package including a fitment which when operated enables the dispensing of a flowable material from said package, said package comprising a hollow body and said fitment, said hollow body comprising of a first wall portion and a second wall portion and a cavity located between said first and second wall portions for holding the flowable material therein, said wall portions being formed of a flexible material, with said first wall portion having an exterior surface and a frangible penetration zone, said fitment being located on said exterior surface with no portion of said fitment being located within said cavity, whereupon said frangible penetration zone of said first wall portion is able to be engaged by said second wall portion without interference of any portion of said fitment, said fitment comprising an outer gland and a plunger, said outer gland comprising a flange fixedly secured to said exterior surface of said first wall portion and a passageway extending through said outer gland, said passageway overlying said penetration zone, said plunger comprising a cylindrical wall defining a hollow interior and a free end disposed within said passageway, said plunger being arranged to be moved longitudinally along said passageway relative to said flange when said fitment is operated, whereupon said free end of said plunger moves with respect to said flange and penetrates through said penetration zone to enter said cavity to provide fluid communication between said cavity and said interior of said plunger, said free end of said plunger being arranged to directly engage said second wall portion to hold said second wall portion in a spaced relationship to said first wall portion at said penetration zone after said penetration zone has been penetrated by said plunger and said free end of said plunger has entered said cavity.","1","0","1","1","2",2
